Movie Name,IMDB URL
The Blues Brothers,http://www.imdb.com/title/tt0080455/
The Boat That Rocked,
Boat Trip,http://www.imdb.com/title/tt0285462/
Bobby,http://www.imdb.com/title/tt0308055/
Bobby Jones: Stroke of Genius,http://www.imdb.com/title/tt0375104/
Body Double,http://www.imdb.com/title/tt0086984/
Body of Lies,http://www.imdb.com/title/tt0758774/
The Bodyguard,http://www.imdb.com/title/tt0103855/
Bogus,http://www.imdb.com/title/tt0115725/
Boiler Room,http://www.imdb.com/title/tt0181984/
Bolt,http://www.imdb.com/title/tt0397892/
"Bon Cop, Bad Cop",
Bon Voyage,http://www.imdb.com/title/tt0310778/
The Bone Collector,http://www.imdb.com/title/tt0145681/
Bones,http://www.imdb.com/title/tt0166110/
Boogeyman,http://www.imdb.com/title/tt0357507/
Boogie Nights,http://www.imdb.com/title/tt0118749/
The Book of Eli,http://www.imdb.com/title/tt1037705/
"The Book of Mormon Movie, Volume 1: The Journey",http://www.imdb.com/title/tt0349159/
Book of Shadows: Blair Witch 2,http://www.imdb.com/title/tt0229260/
The Book Thief,http://www.imdb.com/title/tt0816442/
Boomerang,http://www.imdb.com/title/tt0103859/
The Boondock Saints 2: All Saints Day,
The Boondock Saints,http://www.imdb.com/title/tt0144117/
Das Boot,http://www.imdb.com/title/tt0082096/
Borat,
The Border,http://www.imdb.com/title/tt0083678/
Born of War,http://www.imdb.com/title/tt1554921/
Born on the Fourth of July,http://www.imdb.com/title/tt0096969/
Born to Fly: Elizabeth Streb vs. Gravity,
The Borrowers,http://www.imdb.com/title/tt0118755/
Bottle Rocket,http://www.imdb.com/title/tt0115734/
Bounce,http://www.imdb.com/title/tt0186894/
Bound,http://www.imdb.com/title/tt0115736/
The Bounty Hunter,http://www.imdb.com/title/tt1038919/
The Bourne Identity,http://www.imdb.com/title/tt0258463/
The Bourne Legacy,http://www.imdb.com/title/tt1194173/
The Bourne Supremacy,http://www.imdb.com/title/tt0372183/
The Bourne Ultimatum,http://www.imdb.com/title/tt0440963/
Bowfinger,http://www.imdb.com/title/tt0131325/
Bowling for Columbine,
The Box,http://www.imdb.com/title/tt0362478/
The Boy in the Striped Pajamas,
Boyhood,http://www.imdb.com/title/tt1065073/
Boynton Beach Club,
Boys and Girls,http://www.imdb.com/title/tt0204175/
Boys Don't Cry,http://www.imdb.com/title/tt0171804/
The Boys from Brazil,http://www.imdb.com/title/tt0077269/
Boyz n the Hood,http://www.imdb.com/title/tt0101507/
Braindead,
Brainstorm,http://www.imdb.com/title/tt0085271/
Bran Nue Dae,http://www.imdb.com/title/tt1148165/
Brave,http://www.imdb.com/title/tt1217209/
Braveheart,http://www.imdb.com/title/tt0112573/
Brazil,http://www.imdb.com/title/tt0088846/
The Break Up,
Breakdown,http://www.imdb.com/title/tt0118771/
Breakfast of Champions,http://www.imdb.com/title/tt0120618/
Breakin' All the Rules,http://www.imdb.com/title/tt0349169/
Brick,http://www.imdb.com/title/tt0393109/
Brick Mansions,http://www.imdb.com/title/tt1430612/
Bride & Prejudice,http://www.imdb.com/title/tt0361411/
Bride of Chucky,http://www.imdb.com/title/tt0144120/
Bride Wars,http://www.imdb.com/title/tt0901476/
Bridesmaids,http://www.imdb.com/title/tt1478338/
The Bridge of San Luis Rey,http://www.imdb.com/title/tt0356443/
The Bridge on the River Kwai,http://www.imdb.com/title/tt0050212/
Bridge to Terabithia,http://www.imdb.com/title/tt0398808/
A Bridge Too Far,http://www.imdb.com/title/tt0075784/
The Bridges of Madison County,http://www.imdb.com/title/tt0112579/
Bridget Jones: The Edge Of Reason,http://www.imdb.com/title/tt0317198/
Bridget Jones's Diary,http://www.imdb.com/title/tt0243155/
Brigham City,http://www.imdb.com/title/tt0268200/
"Bright Lights, Big City",http://www.imdb.com/title/tt0094799/
Bright Star,http://www.imdb.com/title/tt0810784/
Brighton Rock,http://www.imdb.com/title/tt1233192/
Bring it On,http://www.imdb.com/title/tt0204946/
Bringing Down the House,http://www.imdb.com/title/tt0305669/
Bringing Out The Dead,http://www.imdb.com/title/tt0163988/
The Broadway Melody,http://www.imdb.com/title/tt0019729/
Brokeback Mountain,http://www.imdb.com/title/tt0388795/
Brokedown Palace,http://www.imdb.com/title/tt0120620/
Broken Arrow,http://www.imdb.com/title/tt0115759/
Broken City,http://www.imdb.com/title/tt1235522/
The Broken Hearts Club: A Romantic Comedy,http://www.imdb.com/title/tt0222850/
Broken Vessels,http://www.imdb.com/title/tt0149964/
Les Bronzés 3: amis pour la vie,http://www.imdb.com/title/tt0445800/
Brooklyn Rules,http://www.imdb.com/title/tt0283503/
Brooklyn's Finest,http://www.imdb.com/title/tt1210042/
Brother,http://www.imdb.com/title/tt0222851/
Brothers,http://www.imdb.com/title/tt0765010/
The Brothers Bloom,http://www.imdb.com/title/tt0844286/
The Brothers Grimm,http://www.imdb.com/title/tt0355295/
The Brothers McMullen,http://www.imdb.com/title/tt0112585/
The Brothers Solomon,http://www.imdb.com/title/tt0784972/
The Brothers,http://www.imdb.com/title/tt0250274/
The Brown Bunny,http://www.imdb.com/title/tt0330099/
Brown Sugar,http://www.imdb.com/title/tt0297037/
Bruce Almighty,http://www.imdb.com/title/tt0315327/
Brüno,http://www.imdb.com/title/tt0889583/
Bubba Ho-Tep,http://www.imdb.com/title/tt0281686/
Bubble,http://www.imdb.com/title/tt0454792/
Bubble Boy,http://www.imdb.com/title/tt0258470/
The Bucket List,http://www.imdb.com/title/tt0825232/
Bucky Larson: Born to Be a Star,http://www.imdb.com/title/tt1411664/
Buffalo '66,http://www.imdb.com/title/tt0118789/
Buffalo Soldiers,http://www.imdb.com/title/tt0252299/
Buffy the Vampire Slayer,http://www.imdb.com/title/tt0103893/
Bug,http://www.imdb.com/title/tt0470705/
A Bug's Life,http://www.imdb.com/title/tt0120623/
Bullet to the Head,http://www.imdb.com/title/tt1308729/
Bulletproof Monk,http://www.imdb.com/title/tt0245803/
Bully,http://www.imdb.com/title/tt0242193/
Bulworth,http://www.imdb.com/title/tt0118798/
"Il buono, il brutto, il cattivo",
Burlesque,http://www.imdb.com/title/tt1126591/
Burn,http://www.imdb.com/title/tt0149992/
Burn After Reading,http://www.imdb.com/title/tt0887883/
The Business of Fancy Dancing,
The Business of Strangers,http://www.imdb.com/title/tt0270259/
But I'm a Cheerleader,http://www.imdb.com/title/tt0179116/
Butch Cassidy and the Sundance Kid,http://www.imdb.com/title/tt0064115/
Lee Daniels' The Butler,
Butterfly,http://www.imdb.com/title/tt0082122/
The Butterfly Effect,http://www.imdb.com/title/tt0289879/
D.E.B.S.,http://www.imdb.com/title/tt0367631/
D-War,
The Da Vinci Code,http://www.imdb.com/title/tt0382625/
Daddy Day Camp,http://www.imdb.com/title/tt0462244/
Daddy Day Care,http://www.imdb.com/title/tt0317303/
Dallas Buyers Club,http://www.imdb.com/title/tt0790636/
The Damned United,http://www.imdb.com/title/tt1226271/
Damsels in Distress,http://www.imdb.com/title/tt1667307/
Dance Flick,http://www.imdb.com/title/tt1153706/
Dancer in the Dark,http://www.imdb.com/title/tt0168629/
"Dancer, Texas Pop. 81",http://www.imdb.com/title/tt0118925/
Dances with Wolves,http://www.imdb.com/title/tt0099348/
Dangerous Liaisons,http://www.imdb.com/title/tt0094947/
The Dangerous Lives of Altar Boys,http://www.imdb.com/title/tt0238924/
A Dangerous Method,http://www.imdb.com/title/tt1571222/
Danny the Dog,http://www.imdb.com/title/tt0342258/
Dante's Peak,http://www.imdb.com/title/tt0118928/
Daredevil,http://www.imdb.com/title/tt0287978/
Dark Angel,http://www.imdb.com/title/tt0099817/
Dark Blue,http://www.imdb.com/title/tt0279331/
Dark City,http://www.imdb.com/title/tt0118929/
The Dark Half,http://www.imdb.com/title/tt0106664/
The Dark Hours,http://www.imdb.com/title/tt0402249/
The Dark Knight Rises,http://www.imdb.com/title/tt1345836/
The Dark Knight,http://www.imdb.com/title/tt0468569/
Dark Shadows,http://www.imdb.com/title/tt1077368/
Dark Skies,http://www.imdb.com/title/tt2387433/
Dark Water,http://www.imdb.com/title/tt0382628/
The Darkest Hour,http://www.imdb.com/title/tt1093357/
Darkness,http://www.imdb.com/title/tt0273517/
Darkness Falls,http://www.imdb.com/title/tt0282209/
Darling Lili,http://www.imdb.com/title/tt0065611/
Date Movie,http://www.imdb.com/title/tt0466342/
Date Night,http://www.imdb.com/title/tt1279935/
Dave Chappelle's Block Party,
Dawn of the Dead,http://www.imdb.com/title/tt0363547/
Dawn of the Dead,http://www.imdb.com/title/tt0363547/
Dawn of the Planet of the Apes,http://www.imdb.com/title/tt2103281/
The Day After Tomorrow,http://www.imdb.com/title/tt0319262/
Day of the Dead,http://www.imdb.com/title/tt0088993/
Day of the Dead,http://www.imdb.com/title/tt0088993/
The Day the Earth Stood Still,http://www.imdb.com/title/tt0970416/
Daybreakers,http://www.imdb.com/title/tt0433362/
Dayereh,
Daylight,http://www.imdb.com/title/tt0116040/
Days of Heaven,http://www.imdb.com/title/tt0077405/
Days of Thunder,http://www.imdb.com/title/tt0099371/
Dazed and Confused,http://www.imdb.com/title/tt0106677/
De battre mon coeur s'est arrêté,
De-Lovely,http://www.imdb.com/title/tt0352277/
The Dead Girl,http://www.imdb.com/title/tt0783238/
Dead Man Down,http://www.imdb.com/title/tt2101341/
Dead Man on Campus,http://www.imdb.com/title/tt0118301/
Dead Man Walking,http://www.imdb.com/title/tt0112818/
Dead Poets' Society,
The Dead Zone,http://www.imdb.com/title/tt0085407/
Dear Frankie,http://www.imdb.com/title/tt0377752/
Dear John,http://www.imdb.com/title/tt0989757/
Dear Wendy,http://www.imdb.com/title/tt0342272/
The Death and Life of Bobby Z,http://www.imdb.com/title/tt0473188/
Death at a Funeral,http://www.imdb.com/title/tt0795368/
Death at a Funeral,http://www.imdb.com/title/tt0795368/
Death Becomes Her,http://www.imdb.com/title/tt0104070/
Death Calls,http://www.imdb.com/title/tt1328873/
Death Race,http://www.imdb.com/title/tt0452608/
Death Sentence,http://www.imdb.com/title/tt0804461/
Death to Smoochy,http://www.imdb.com/title/tt0266452/
The Debt,http://www.imdb.com/title/tt1226753/
Deception,http://www.imdb.com/title/tt0800240/
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,http://www.imdb.com/title/tt2654360/
Deconstructing Harry,http://www.imdb.com/title/tt0118954/
Deep Blue Sea,http://www.imdb.com/title/tt0149261/
The Deep End of the Ocean,http://www.imdb.com/title/tt0120646/
The Deep End,http://www.imdb.com/title/tt0250323/
Deep Impact,http://www.imdb.com/title/tt0120647/
Deep Rising,http://www.imdb.com/title/tt0118956/
The Deer Hunter,http://www.imdb.com/title/tt0077416/
Def-Con 4,http://www.imdb.com/title/tt0087130/
Def Jam's How To Be a Player,
Defiance,http://www.imdb.com/title/tt1034303/
"Definitely, Maybe",http://www.imdb.com/title/tt0832266/
Déjà Vu,http://www.imdb.com/title/tt0119033/
Delgo,http://www.imdb.com/title/tt0361500/
Deliver Us from Evil,http://www.imdb.com/title/tt2377322/
Delivery Man,http://www.imdb.com/title/tt2387559/
Demonic,http://www.imdb.com/title/tt1841642/
The Departed,http://www.imdb.com/title/tt0407887/
Derailed,http://www.imdb.com/title/tt0398017/
Des Hommes et Des Dieux,
The Descendants,http://www.imdb.com/title/tt1033575/
The Descent,http://www.imdb.com/title/tt0435625/
Desperado,http://www.imdb.com/title/tt0112851/
Despicable Me,http://www.imdb.com/title/tt1323594/
Despicable Me 2,http://www.imdb.com/title/tt1690953/
Detention,http://www.imdb.com/title/tt1701990/
Deterrence,http://www.imdb.com/title/tt0158583/
Detroit Rock City,http://www.imdb.com/title/tt0165710/
Deuce Bigalow: European Gigolo,http://www.imdb.com/title/tt0367652/
Deuce Bigalow: Male Gigolo,http://www.imdb.com/title/tt0205000/
Deuces Wild,http://www.imdb.com/title/tt0231448/
Devil,http://www.imdb.com/title/tt1314655/
The Devil Inside,http://www.imdb.com/title/tt1560985/
Devil's Due,http://www.imdb.com/title/tt2752758/
The Devil Wears Prada,http://www.imdb.com/title/tt0458352/
Devil's Advocate,http://www.imdb.com/title/tt0118971/
The Devil's Double,http://www.imdb.com/title/tt1270262/
The Devil's Own,http://www.imdb.com/title/tt0118972/
The Devil's Rejects,http://www.imdb.com/title/tt0395584/
Diamonds,http://www.imdb.com/title/tt0167423/
Diamonds Are Forever,http://www.imdb.com/title/tt0066995/
Diary of a Mad Black Woman,http://www.imdb.com/title/tt0422093/
Diary of a Wimpy Kid,http://www.imdb.com/title/tt1196141/
Diary of a Wimpy Kid: Rodrick Rules,http://www.imdb.com/title/tt1650043/
Diary of a Wimpy Kid: Dog Days,http://www.imdb.com/title/tt2023453/
Diary of the Dead,http://www.imdb.com/title/tt0848557/
Dick,http://www.imdb.com/title/tt0144168/
Dick Tracy,http://www.imdb.com/title/tt0099422/
Dickie Roberts: Former Child Star,http://www.imdb.com/title/tt0325258/
The Dictator,http://www.imdb.com/title/tt1645170/
Did You Hear About the Morgans?,http://www.imdb.com/title/tt1314228/
Die Another Day,http://www.imdb.com/title/tt0246460/
Die Hard,http://www.imdb.com/title/tt0095016/
Die Hard 2,http://www.imdb.com/title/tt0099423/
A Good Day to Die Hard,http://www.imdb.com/title/tt1606378/
Die Hard: With a Vengeance,http://www.imdb.com/title/tt0112864/
Digimon: The Movie,http://www.imdb.com/title/tt0259974/
Dil Jo Bhi Kahey...,http://www.imdb.com/title/tt0442764/
The Dilemma,http://www.imdb.com/title/tt1578275/
Diner,http://www.imdb.com/title/tt0083833/
Dinner for Schmucks,http://www.imdb.com/title/tt0427152/
Dinner Rush,http://www.imdb.com/title/tt0229340/
Dinosaur,http://www.imdb.com/title/tt0130623/
The Dirties,http://www.imdb.com/title/tt2334896/
Dirty Pretty Things,http://www.imdb.com/title/tt0301199/
Dirty Work,http://www.imdb.com/title/tt0120654/
Disaster Movie,http://www.imdb.com/title/tt1213644/
Disney's A Christmas Carol,
District 9,http://www.imdb.com/title/tt1136608/
Disturbia,http://www.imdb.com/title/tt0486822/
Disturbing Behavior,http://www.imdb.com/title/tt0134619/
Divergent,http://www.imdb.com/title/tt1840309/
The Divide,http://www.imdb.com/title/tt1535616/
The Divine Secrets of the Ya-Ya Sisterhood,
Django Unchained,http://www.imdb.com/title/tt1853728/
Do the Right Thing,http://www.imdb.com/title/tt0097216/
DOA: Dead or Alive,http://www.imdb.com/title/tt0398913/
Doc Holliday's Revenge,
Doctor Dolittle,http://www.imdb.com/title/tt0118998/
Doctor Dolittle 2,
Doctor Zhivago,http://www.imdb.com/title/tt0059113/
Dod sno,
Dodgeball: A True Underdog Story,http://www.imdb.com/title/tt0364725/
A Dog of Flanders,http://www.imdb.com/title/tt0160216/
Dogma,http://www.imdb.com/title/tt0120655/
Dolphin,http://www.imdb.com/title/tt3730160/
Dolphin Tale,http://www.imdb.com/title/tt1564349/
Dolphin Tale 2,http://www.imdb.com/title/tt2978462/
Dolphins and Whales Tribes of the Ocean 3D,
Domestic Disturbance,http://www.imdb.com/title/tt0249478/
Domino,http://www.imdb.com/title/tt0421054/
Don Jon,http://www.imdb.com/title/tt2229499/
Don Juan DeMarco,http://www.imdb.com/title/tt0112883/
Don't Say a Word,http://www.imdb.com/title/tt0260866/
Donkey Punch,http://www.imdb.com/title/tt0988849/
Donnie Brasco,http://www.imdb.com/title/tt0119008/
Donnie Darko,http://www.imdb.com/title/tt0246578/
Don't Be Afraid of the Dark,http://www.imdb.com/title/tt1270761/
Doogal,http://www.imdb.com/title/tt0763304/
Doom,http://www.imdb.com/title/tt0419706/
Doomsday,http://www.imdb.com/title/tt0483607/
The Doors,http://www.imdb.com/title/tt0101761/
Double Impact,http://www.imdb.com/title/tt0101764/
Double Jeopardy,http://www.imdb.com/title/tt0150377/
Double Take,http://www.imdb.com/title/tt0238948/
Doubt,http://www.imdb.com/title/tt0918927/
Doug's 1st Movie,http://www.imdb.com/title/tt0187819/
Down for Life,http://www.imdb.com/title/tt1056477/
Down Terrace,http://www.imdb.com/title/tt1489167/
Down to Earth,http://www.imdb.com/title/tt0231775/
Down to You,http://www.imdb.com/title/tt0186975/
Downfall,http://www.imdb.com/title/tt1557561/
Dr. No,http://www.imdb.com/title/tt0055928/
Bram Stoker's Dracula,
Dracula 2000,http://www.imdb.com/title/tt0219653/
Draft Day,http://www.imdb.com/title/tt2223990/
Drag Me To Hell,http://www.imdb.com/title/tt1127180/
Dragonball Evolution,http://www.imdb.com/title/tt1098327/
Dragonfly,http://www.imdb.com/title/tt0259288/
Dragonheart,http://www.imdb.com/title/tt0116136/
Dragonslayer,http://www.imdb.com/title/tt0082288/
Dream House,http://www.imdb.com/title/tt1462041/
Dream With The Fishes,http://www.imdb.com/title/tt0119019/
Dreamcatcher,http://www.imdb.com/title/tt0285531/
Dreamer: Inspired by a True Story,http://www.imdb.com/title/tt0418647/
Dreamgirls,http://www.imdb.com/title/tt0443489/
Dredd,http://www.imdb.com/title/tt1343727/
The Dress,
Dressed to Kill,http://www.imdb.com/title/tt0080661/
Drillbit Taylor,http://www.imdb.com/title/tt0817538/
Drive,http://www.imdb.com/title/tt0780504/
Drive Angry,http://www.imdb.com/title/tt1502404/
Drive Hard,http://www.imdb.com/title/tt2968804/
Drive Me Crazy,http://www.imdb.com/title/tt0164114/
Driven,http://www.imdb.com/title/tt0132245/
Driving Miss Daisy,http://www.imdb.com/title/tt0097239/
Drones,http://www.imdb.com/title/tt2179027/
Drop Dead Gorgeous,http://www.imdb.com/title/tt0157503/
Drowning Mona,http://www.imdb.com/title/tt0186045/
Drumline,http://www.imdb.com/title/tt0303933/
Dry Spell,http://www.imdb.com/title/tt2375036/
The Duchess,http://www.imdb.com/title/tt0864761/
"Dude, Where's My Dog",
"Dude, Where's My Car?",http://www.imdb.com/title/tt0242423/
Dudley Do-Right,http://www.imdb.com/title/tt0160236/
Due Date,http://www.imdb.com/title/tt1231583/
Duets,http://www.imdb.com/title/tt0134630/
The Dukes of Hazzard,http://www.imdb.com/title/tt0377818/
Duma,http://www.imdb.com/title/tt0361715/
Dumb & Dumber,http://www.imdb.com/title/tt0109686/
Dumb and Dumberer: When Harry Met Lloyd,http://www.imdb.com/title/tt0329028/
Dune,http://www.imdb.com/title/tt0087182/
Dungeons and Dragons,
Duplex,http://www.imdb.com/title/tt0266489/
Duplicity,http://www.imdb.com/title/tt1135487/
Dwegons and Leprechauns,http://www.imdb.com/title/tt1134666/
Dying of the Light,http://www.imdb.com/title/tt1274586/
Dylan Dog: Dead of Night,http://www.imdb.com/title/tt1013860/
DysFunkTional Family,
Eagle Eye,http://www.imdb.com/title/tt1059786/
The Eagle,http://www.imdb.com/title/tt1034389/
earth,http://www.imdb.com/title/tt0150433/
Earth to Echo,http://www.imdb.com/title/tt2183034/
East is East,http://www.imdb.com/title/tt0166175/
Eastern Promises,http://www.imdb.com/title/tt0765443/
Easy A,http://www.imdb.com/title/tt1282140/
Easy Virtue,http://www.imdb.com/title/tt0808244/
Eat Pray Love,http://www.imdb.com/title/tt0879870/
Echo Dr.,http://www.imdb.com/title/tt2343473/
The Twilight Saga: Eclipse,http://www.imdb.com/title/tt1325004/
Ed Wood,http://www.imdb.com/title/tt0109707/
Edge of Darkness,http://www.imdb.com/title/tt1226273/
Edge of Tomorrow,http://www.imdb.com/title/tt1631867/
Edmond,http://www.imdb.com/title/tt0443496/
EDtv,http://www.imdb.com/title/tt0131369/
An Education,http://www.imdb.com/title/tt1174732/
Edward Scissorhands,http://www.imdb.com/title/tt0099487/
Eight Below,http://www.imdb.com/title/tt0397313/
Eight Legged Freaks,http://www.imdb.com/title/tt0271367/
El Mariachi,http://www.imdb.com/title/tt0104815/
Election,http://www.imdb.com/title/tt0126886/
Elektra,http://www.imdb.com/title/tt0357277/
Elf,http://www.imdb.com/title/tt0319343/
Elizabeth,http://www.imdb.com/title/tt0127536/
Elizabethtown,http://www.imdb.com/title/tt0368709/
Ella Enchanted,http://www.imdb.com/title/tt0327679/
Elle s'appelait Sarah,
Elmer Gantry,http://www.imdb.com/title/tt0053793/
Elsa & Fred,http://www.imdb.com/title/tt2113659/
Elysium,http://www.imdb.com/title/tt1535108/
Emma,http://www.imdb.com/title/tt0116191/
The Emperor's Club,http://www.imdb.com/title/tt0283530/
The Emperor's New Groove,http://www.imdb.com/title/tt0120917/
Empire,http://www.imdb.com/title/tt0262396/
Star Wars Ep. V: The Empire Strikes Back,
Employee of the Month,http://www.imdb.com/title/tt0424993/
Enchanted,http://www.imdb.com/title/tt0461770/
End of Days,http://www.imdb.com/title/tt0146675/
The End of the Affair,http://www.imdb.com/title/tt0172396/
End of the Spear,http://www.imdb.com/title/tt0399862/
End of Watch,http://www.imdb.com/title/tt1855199/
Ender's Game,http://www.imdb.com/title/tt1731141/
Endless Love,http://www.imdb.com/title/tt2318092/
Enemy at the Gates,http://www.imdb.com/title/tt0215750/
Enemy of the State,http://www.imdb.com/title/tt0120660/
The English Patient,http://www.imdb.com/title/tt0116209/
Enough,http://www.imdb.com/title/tt0278435/
Enough Said,http://www.imdb.com/title/tt2390361/
Enter the Void,http://www.imdb.com/title/tt1191111/
Entrapment,http://www.imdb.com/title/tt0137494/
Entre les murs,
Envy,http://www.imdb.com/title/tt0326856/
Epic,http://www.imdb.com/title/tt0848537/
Epic Movie,http://www.imdb.com/title/tt0799949/
Equilibrium,http://www.imdb.com/title/tt0238380/
Eragon,http://www.imdb.com/title/tt0449010/
Eraser,http://www.imdb.com/title/tt0116213/
Erin Brockovich,http://www.imdb.com/title/tt0195685/
Escape from L.A.,http://www.imdb.com/title/tt0116225/
Lockout,http://www.imdb.com/title/tt1592525/
Escape from New York,http://www.imdb.com/title/tt0082340/
Escape From Planet Earth,http://www.imdb.com/title/tt0765446/
Escape Plan,http://www.imdb.com/title/tt1211956/
Escobar: Paradise Lost,http://www.imdb.com/title/tt2515030/
ET: The Extra-Terrestrial,
Eternal Sunshine of the Spotless Mind,http://www.imdb.com/title/tt0338013/
Eulogy,http://www.imdb.com/title/tt0349416/
Eureka,http://www.imdb.com/title/tt0083906/
Eurotrip,http://www.imdb.com/title/tt0356150/
Evan Almighty,http://www.imdb.com/title/tt0413099/
Event Horizon,http://www.imdb.com/title/tt0119081/
Ever After: A Cinderella Story,
An Everlasting Piece,http://www.imdb.com/title/tt0218182/
Big Miracle,http://www.imdb.com/title/tt1430615/
Everybody's Fine,http://www.imdb.com/title/tt0780511/
Everyone Says I Love You,http://www.imdb.com/title/tt0116242/
Everything Must Go,http://www.imdb.com/title/tt1531663/
Everything Put Together,http://www.imdb.com/title/tt0228277/
Everything You Always Wanted to Know,
Eve's Bayou,http://www.imdb.com/title/tt0119080/
Evil Dead II,http://www.imdb.com/title/tt0092991/
Evil Dead,http://www.imdb.com/title/tt1288558/
The Evil Dead,http://www.imdb.com/title/tt0083907/
Evita,http://www.imdb.com/title/tt0116250/
Evolution,http://www.imdb.com/title/tt0251075/
Executive Decision,http://www.imdb.com/title/tt0116253/
eXistenZ,http://www.imdb.com/title/tt0120907/
Exit Wounds,http://www.imdb.com/title/tt0242445/
The Exorcism of Emily Rose,http://www.imdb.com/title/tt0404032/
Exorcist II: The Heretic,http://www.imdb.com/title/tt0076009/
The Exorcist,http://www.imdb.com/title/tt0070047/
Exorcist: The Beginning,http://www.imdb.com/title/tt0204313/
Exotica,http://www.imdb.com/title/tt0109759/
The Expendables 3,http://www.imdb.com/title/tt2333784/
The Expendables 2,http://www.imdb.com/title/tt1764651/
The Expendables,http://www.imdb.com/title/tt1320253/
The Exploding Girl,http://www.imdb.com/title/tt1294161/
The Express,http://www.imdb.com/title/tt0469903/
Extract,http://www.imdb.com/title/tt1225822/
Extraordinary Measures,http://www.imdb.com/title/tt1244659/
Extreme Measures,http://www.imdb.com/title/tt0116259/
Extreme Ops,http://www.imdb.com/title/tt0283160/
Extremely Loud and Incredibly Close,
Eye for an Eye,http://www.imdb.com/title/tt0116260/
Eye of the Beholder,http://www.imdb.com/title/tt0120662/
The Eye,http://www.imdb.com/title/tt0406759/
Eyes Wide Shut,http://www.imdb.com/title/tt0120663/
V for Vendetta,http://www.imdb.com/title/tt0434409/
Valentine,http://www.imdb.com/title/tt0242998/
Valentine's Day,http://www.imdb.com/title/tt0817230/
Valiant,http://www.imdb.com/title/tt0361089/
Valkyrie,http://www.imdb.com/title/tt0985699/
Valley of the Hearts Delight,
Vampire in Brooklyn,http://www.imdb.com/title/tt0114825/
Vampires,http://www.imdb.com/title/tt0120877/
Cirque du Freak: The Vampire's Assistant,http://www.imdb.com/title/tt0450405/
Vampires Suck,http://www.imdb.com/title/tt1666186/
Vamps,http://www.imdb.com/title/tt1545106/
Van Helsing,http://www.imdb.com/title/tt0338526/
Vanilla Sky,http://www.imdb.com/title/tt0259711/
Vanity Fair,http://www.imdb.com/title/tt0241025/
Vantage Point,http://www.imdb.com/title/tt0443274/
Varsity Blues,http://www.imdb.com/title/tt0139699/
The Vatican Tapes,http://www.imdb.com/title/tt1524575/
Veer-Zaara,http://www.imdb.com/title/tt0420332/
Velvet Goldmine,http://www.imdb.com/title/tt0120879/
Venom,http://www.imdb.com/title/tt1270797/
Venus,http://www.imdb.com/title/tt0489327/
Vera Drake,http://www.imdb.com/title/tt0383694/
The Verdict,http://www.imdb.com/title/tt0084855/
Veronica Guerin,http://www.imdb.com/title/tt0312549/
Veronica Mars,http://www.imdb.com/title/tt2771372/
Veronika Decides to Die,http://www.imdb.com/title/tt1068678/
Vertical Limit,http://www.imdb.com/title/tt0190865/
Very Bad Things,http://www.imdb.com/title/tt0124198/
A Very Harold & Kumar 3D Christmas,http://www.imdb.com/title/tt1268799/
A Very Long Engagement,
Vicky Cristina Barcelona,http://www.imdb.com/title/tt0497465/
Videodrome,http://www.imdb.com/title/tt0086541/
A View to a Kill,http://www.imdb.com/title/tt0090264/
The Village,http://www.imdb.com/title/tt0368447/
The Virgin Suicides,http://www.imdb.com/title/tt0159097/
Virgin Territory,http://www.imdb.com/title/tt0437954/
The Virginity Hit,http://www.imdb.com/title/tt1695994/
Virtuosity,http://www.imdb.com/title/tt0114857/
Virus,http://www.imdb.com/title/tt0120458/
Les Visiteurs,http://www.imdb.com/title/tt0108500/
The Visitor,http://www.imdb.com/title/tt0857191/
Volcano,http://www.imdb.com/title/tt0120461/
Volver,http://www.imdb.com/title/tt0441909/
The Vow,http://www.imdb.com/title/tt1606389/
8 femmes,
8 Heads in a Duffel Bag,http://www.imdb.com/title/tt0118541/
8 Mile,http://www.imdb.com/title/tt0298203/
88 Minutes,http://www.imdb.com/title/tt0411061/
8MM,http://www.imdb.com/title/tt0134273/
5 Days of War,http://www.imdb.com/title/tt1486193/
50 First Dates,http://www.imdb.com/title/tt0343660/
(500) Days of Summer,http://www.imdb.com/title/tt1022603/
50/50,http://www.imdb.com/title/tt1306980/
51 Birch Street,
54,http://www.imdb.com/title/tt0120577/
55 Days at Peking,http://www.imdb.com/title/tt0056800/
The 5th Quarter,http://www.imdb.com/title/tt1130964/
"4 luni, 3 saptamani si 2 zile",
40 Days and 40 Nights,http://www.imdb.com/title/tt0243736/
The 40 Year-old Virgin,http://www.imdb.com/title/tt0405422/
42,http://www.imdb.com/title/tt0453562/
42nd Street,http://www.imdb.com/title/tt0024034/
47 Ronin,http://www.imdb.com/title/tt1335975/
L.A. Confidential,http://www.imdb.com/title/tt0119488/
L'auberge espagnole,http://www.imdb.com/title/tt0283900/
El Laberinto del Fauno,
Labor Day,http://www.imdb.com/title/tt1967545/
Ladder 49,http://www.imdb.com/title/tt0349710/
The Ladies Man,http://www.imdb.com/title/tt0213790/
Lady in the Water,http://www.imdb.com/title/tt0452637/
Lady in White,http://www.imdb.com/title/tt0095484/
Ladyhawke,http://www.imdb.com/title/tt0089457/
The Ladykillers,http://www.imdb.com/title/tt0335245/
